Account,Quantity(GOAT)
Gb6jp6aMa5k6T21J394D2ydtb64zTirCaSbPEk9FCGQD,54248.34
6NxDBFZvTrj2p29BQWzpxJp1piraUtEA4JywGvw2wgpb,54125.40
AHfQ1adoGsD6RuteNzSFBgaYxKXBu3ymgyDU1cBdZKDP,54061.96
B5mrEypkWWZqdxPDXYE53GB5Xq3n9eitSGai2aF2XmeF,53995.75
9nLU5gjoNEhxdhSZd91z4P9AnQr1fL2x931RBjnZkw9K,53935.86
FUeE2UXPfDRTPEbj3dNosZ3ecBuRRxqa9mK1yzqzn7Xi,53733.24
BrNS6jDytLWYYoRfFdyr1Xotmbgzkunb6kdpNmjGYiWv,53515.68
DMAhSQrafJhSgvide6aJhS4zHV5W7qxvavndYZ9JgACQ,53436.97
H4QkGHfjQYFLNVn2tYL8MS9ETV8T4P1c3YWTUB3kyy5,53319.41
9WnYHftxLCQt4xTPFthEqfEEweBaY4iFBNuvYf8xF3sQ,53238.08
9QCahxuScBvAUeAHKqjoRGufgW5BwFyUAYwCiAVxPpnM,53151.44
GhmgG8JUjXjd5GV8yDrCAuPWTFUV6tbdwNXjW4mmHaNo,53020.15
8j8hvzrTPPjtbsfU4UA1ZxfFafnRx5kGB8Ew3VJrshh,52962.79
59YBsSXY62DjGVppjKkVDLiDBdm3fNdSCT1rGWRtUR3d,52911.68
52PqkiWJn4emWTcmhFErqVbQ81UNE2EifRAUwnovci85,52710.54
DPVEMa7cgFWaKb7XhmjtfnnP5WuRDATMjumWcozjPGGZ,52578.95
EJ6JRUzo1S8aHiXpaG1RtAmcWgrjZ3AtdBDmyfEy4JAS,52458.45
9w2e3kpt5XUQXLdGb51nRWZoh4JFs6FL7TdEYsvKq6Wb,52302.46
3JHvf3LaRVhPNQxF7ADt4ujuV5wmD6KpBSSV9t7BLvyT,52085.65
YBr2GPyigyAj6Jnz8H1XNHKGML7W4nR8jbjE97CEZWK,52060.98
9uGdnYcoefHAWAqm23WWchKBZLVH6dKkQJU27co6yBud,51805.42
FF8mCj5LYeiYYKtFJHhaCHZMzw8rjm6neKTSWCQefPJi,51437.01
A8qRfYTHtekYiHCuEAU7ZuvQEAeD6wwDtoub5nJKNNVg,51144.17
67z6LPnwX8A5dFrPdU26cm8r6ktS68EkGmbcwtzdD4qD,51099.60
4yJL3m59iY7dmBApNxoweozHUXotTWi1X9XF1oxS4Xtw,50922.09
435EYukEZww6PTXv42UD6rDzVXTdaigYdsSqAkcR7Hqo,50736.21
EwN2RnvH6HCGFvwGSVJzBv2J44WAi7ZfgszzBfkdQFBd,50336.18
G1vkqfrbA5DAUf39pud9mWwdEaUnvZwuPeP8H56wp68q,50170.07
CrK188sdwoXzMCukUhwDdZmE3fEjsMfESwz8P8o5XbgT,50138.68
4ucGGiKXhh7odSqPQrHHuqpeo59h3b5QwPYgp4rBHqfx,50082.89
7m68ePGC5u9ty3SpUdQ9CYTCAnbhvTDU1aMUdBjzbSNp,50050.60
7GwYNmaB2B1FURde8Dcvta2Jw3yXzuoXdFm7cLEw5imy,50042.86
EwBuyezJiuNAFVTRTCQSSoypHr7pozJprgdnoqddqqeB,50000.54
HVPsMKRTB8ni53V7ezkFZQD2tyQKUz9HMmhHeoKTuzxc,50000.00
5MS6moGXs8ATsVD5HrhowD3nAKYDdyTS76BsFQLmgyLw,50000.00
YmaaZvZYVytCNeT9JtAasoYNBsroTSpHBcdMckwrbR8,50000.00
44zAaxKp6HB4BwBp9W99UkS3r6UmHzaryaNoQYEmWFun,50000.00
7gE1PghRb7SykkhFU2JGhJVCGL3tAnmuj7j3k4wJaJfk,50000.00
7aMBij3vpMmQgYqHP67BJqzUDzLR6NutYtxyaKvY9psG,50000.00
HCtBnccGf74Q3F83df71HB2ps69cZG3ZYqdNe4sZHWnm,50000.00
F3CDCygCYpre4scMA9KzLAt3bwXbZGE9BZWzBNfRh8HC,50000.00
FHFJ7v2Jm53yZRcFxLr1sy9EP6iPBP1Bkrr6GsRGDChF,50000.00
79A8F3QwQcK2HoDt2FJu1Mu7R6aLcjKT3ZxVDhNMyDoH,50000.00
6auH4YPCAkcqtSjjqspmDxEjbdzQBySbviAMEEgGfWXp,50000.00
6RRoRc2UVeu5wgQ4phbuG7ChiaLaFuWTZcrK6zaJrwyu,50000.00
Ty9WLL2tHwZBtGHHynnxrSevUmXUQBZBG5rv1GBRFnB,50000.00
4AeSDZnbMVMpBcCeKt8Qaj2dRHgSZ6uKXvDdUJ6oeECq,49937.33
7cgYc6PkpX6Esa7gDJqN3dm27SqrbvPdKBkV6Mt27n5R,49849.00
J9AAAmsEqTrXSuppKuFE5ji7dZygd6m2dJdaqHjJFqQH,49790.84
Dyd3omNw6fgjnZTmhxXiaDxbHGEwKcNerqJoHCPci9AF,49790.70
2ggpUWZW76uyiCZrnW6mhZva9Bfw31H5bQzBT5hiBnDB,49706.68
6o228hh1r7CSEuA2UaK9Vb6KWJvnfABmkc6TQq8tCW58,49635.44
Ar3nXzYHdLAzPKCba1EvpiyLwZyUsPqPuo5CMwoytKs8,49607.96
HGuiCJThs5gkJwAYZKWEah9gB6TBbjkLqwPkqioMcrgz,49491.07
5CmYocTQu5rn8ND91omETMpLV6fSYnpc6gQDRQfdKR4t,49428.73
HLzL42wCJv8gsKHR7PGi9T1U1L2Qmyg2hdiDHt6SPMNo,49288.28
7YSTt4DmHYscJ1AvixYMH9TxKM35sYiBxs87mkwcnUeM,49266.10
CMefpwdSnxX7rBcU6B7p8hBWcm5ngt99BFRawHTvpLFt,49111.92
24WiT9bZSEYaV8RoZCNvvPNQfoftNbuqoaFu8TrvUGma,49000.42
BPsmZXLuBPAB79HoNPuarQQFZsAN8tPgvCqRnT3ziDFx,48899.93
7t1uNFhqMXTtuHdPp8RoewD4d23C75ppUSPc6Vz3ozvB,48851.47
HoSRP7vjsonPL5e5ycTuxNXKoDyiCF9cb5kznPP68Anx,48738.89
888zJ18n4yCx6qwLKDSKJ7gZ6dY8AtbKBe1sjf6LeSmC,48668.61
GvacnfpbvZCjqDo2aciahRJEXZwSsQdu8ATcWq6JtHCp,48656.53
7iNjbA2QKHREB5skz2hMgafzhSWfRbDZ79Ppjfm8tDyz,48597.33
9GyUjX3yDka68CmPPjVZJaN6oK2cKPXCuNrtyj6R6haH,48386.84
7dGcEvGtT8srXhdGqsHkqcvQ7YZKNg5YE9QFwiidxrRm,47887.02
5tW3LFKBgxrwDzQwci8gW1Pz8E2Gf4KHygwQoadLboms,47598.36
FsdMcgrzpRFoLRBAEQKrxj4AhgKzGafmkrDPAgRuNxW3,47591.99
DDhryQ1AyAL1Zy1HzsEcPdrBkWaQ8Ua6A3EZmP7qV3kH,47475.55
FZKLxH9CDeTzVrrxAmEJXsYLhaob6fYPBmZkRBZ9UMs5,47422.83
4EzaHJt8GUge7JWXLmZMhGmPEA9ay6rS9ppnizureTNA,47354.74
8sRMzE5y7GxTsN9Mru6znqxfFqG2UrHnRaRQzuL4bycF,47278.66
3FWBjeUxzNa4VUpLgvqDZyGk97Jc5mfMmfJiFTw7j96n,47192.13
BK4UNzjJEETk8t7FGYhYEswpk6rirBHdVnb45rXd1jcc,47126.62
4gzZcST1n8Zzf3bS3qC6hMkmPjdpCn6HWSbonF3WGYkz,47028.58
4z6RgMYfDj34QxZghpED65374FQTaQV1bhe12aJRPCWC,46973.71
GRSHvamvvMrF1nZ9w6iZfu2fti4M6RAqYQBm39FNGooh,46945.09
5NvUBEJWtMa3Bw396MrmNmWtse6iGanrm49mc12Lm7qJ,46861.19
EimPjPV8TaviJcgeSWnhLv9pF1hUF6FPcvfJDGEooGTh,46745.83
2kcmvge49vNnfFviGWTXyCPV9f1HNKHFvdBSdd2azm5j,46668.74
7xmtEUfXrY9YLk3SujSUBqbrrwiwAQXTTqLWSHXdHNBB,46622.31
8feyawjjHsfajYBRMkqdZZidDjYJakfkUUBYSUSGvUxH,46580.11
FNX8JH6gNdfRZnyfZrzDjNScBdfdyB6YxrN2gQoNDipu,46579.87
6DKdF7UcjHR9pwUnPLfVPKpnexiQeBc7smPB6Bp7zjEt,46416.30
Et8QknTeWzW554cQRwKq5KuAYbD77UsMLLXYSXNvjRKB,46000.00
GLVYqXBcU4aKDnoom3YkZzJHX6dJDtyTnYsaxxJVSL1N,45998.06
BieeZkdnBAgNYknzo3RH2vku7FcPkFZMZmRJANh2TpW,45970.59
6tWJgqWR74cTj3kyuq9HM2bakVqQYGqRSBDsHTvy8nUo,45949.01
7ceZbUtJ6Z8VMkaGbGcqtNTQTUicHh2sxZBRvJNsCD8S,45929.69
9ZE2XmmYrpFBfVVX2yencQpWewSYRUSGMc1uyrfGKsvV,45828.63
3jzoHzWDdypEqGmVBG5NXn2AWa9NFXse22SstvPAZaUe,45625.76
B3xguCAfLmPm6QMoscz7uq8JsuDEM6HP7QCvJmMqWvxg,45615.12
GT55SnPsBU5bdZeGwNukdhoRoHsCyXis2wrNHB65fCw,45493.59
HKxEHBRDY6HNxBys3dGpHcYoKSbXB5BLGB4exsUmd9bU,45481.58
4ugPLUVvh5Ptky3kHJRBSm55qvUxgHttVkmbve1Xae3Y,45337.10
J35TasdpFUn7HuhG9NApPghen9MMLUvZ6e2TFvLLSGKD,45327.80
61Y3zNEWT7F6jkTeCSxfpRcEQaumHpk815AWAcbRJpA3,45087.43
43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,45071.60
9wmSEEqYGGyL8BHgsNzxfHfHdQ23CgPwnCCadrYvUpvm,45010.97
8ECn1i2q4nZcnw2EZ5mWmWXkk3nNjJDtFqw3dtZfhXgC,44893.84
2z4gKCzVry2DK1Vq66mfvbKcdNsbgz9hnVo5rp5AKTr5,44887.97
4DLAHzpdofbh429hhEo2KC2U6191Hc4NWXKmNg39BVhu,44873.60
NLkt4tMs5pJez3KqAWXqv1JUBrDLYunsWZrZjVy8nHP,44857.96
B8FKoyGw1Zb9aZgQE94haPk87EcdroH9fcVp5WtPQpLu,44793.02
7EoJjGWutZgpHJBs5QrfV1Zv7aEHTXM3UB6xj1xai1uG,44733.33
55DhMvT6CTmcYrVKNoqDEBWmsDvZ8rYNmHFchmUvxKNR,44580.45
JCtAq5uNvqi7AMe2cc1N89T6XM8TSRUAvZHiuXYDezyX,44522.46
F2LLz89LFgBmdF6doWs7hgDRaonsMGCsCYa31ztv13Wi,44241.41
4BTs49TM7FUL11DrtqpxZQuevYiFyn9d1vcuUYCX9xAA,44144.17
BPozyfkmoXa5P6s2RejyHvKjG1qjR9Pf8Ve2RZRGYhax,43934.90
2ka8PjiD9YwCEAenWdB925zyQz7YS9dNSaVhVzAPu2Yb,43862.96
9qrNQ7FPNRAWycMZ94cupTdNdJhooKEtUYDzUpKJVfhF,43684.10
5X8pC6XcTWzuHjrBTkGXRHo8kp76zPuUYPw3eqPu6uCJ,43630.59
9f1McBacd6pJUCM2TQ982qQ9noY3rWEU5mhcGiDydbyo,43620.00
HMSygLpCCDBsHQeSK65jkunjfSQrMVR4a6d3dueKiAZs,43558.89
BcaGAmP6H2DfYJ1ZX7QYCrHuBhrBw4t7iZnKqvhf7Bcs,43522.81
DjP6D2eUczLQ1BFvLcWYnt3yjULFRn1qd1wYKi3LzbTb,43519.46
GaB3zyd9seh112ti8wTKnGVPWPDHGfPhYRiz2yBMpKb,43515.37
A1ZN7ktvZi71N6RSak453wWvYjoMSZhkQbNUA5Hp5a5y,43515.00
6KjgucsCMVpMpn8jfy8tuig4KDZMG3drs8EVhTsGxigs,43450.53
FNhoTmYwHfxQuMC1xmggsdaVEUjFXPQZSEYjsSxtKN4B,43414.98
9BgckPWrTqyH3DvMJZPMgJc9kbsfCpnJYKn9GC8Ygm33,43407.84
5QpHifuLNGNMnWbUcYTszxa8nUUeycxsswEcoozTq2Jx,43206.15
GcLyR4jsq1PvE8ACJ9ZcpFawv18q3GG5DnAf7VznxedT,43100.94
8eA3TZkDcE2htrRutaozk8LYTWB44Cvj4UsPqNpi3VNN,42787.31
5BCgqYg51CANe8qUMPYWJsqRA4Y8HnyfmvkoJxcEmQfY,42741.73
Df1LCQ4QEyfGKUeJeFtH2tH8ADMt1UJ489A1PE74RzhE,42594.08
3EBBJF1X6iKJvoJkiPK1PnYM32pEyN1EPDDYTK6HyYKJ,42482.52
Huc1QrgNHtZ8nPY5X3MNJ4jVS4VdsSPUcyDvgHnjYA4s,42231.66
2Cr8APwCzdd1UAacTudJmkXm6Ry6qMZYzpmKS1yQGDhH,42203.84
8cYQBzRkHf3VWXJnitAZnaoFNQUGe7BMFwt5ZjvZ6C84,42177.83
6Jx8syiZpq6nN65RKc8cS2zhKgQjFtpPB4ZQe6o7srut,42042.27
4xNVZpoSuowz2xbUAWCBZCu5MUZPWTKkVFiNoeNKEfG3,42009.03
2D8MZuvSdWQTt1b7om5kv8taVsPQ1DKN5zfrR968Eg6s,42000.00
5pFu4nbnryKEL6t56RqJZsx7PNM5bbWyyVv4YgfiUfmS,41621.61
2ZxcXaF1EDURZYft7PR8rrJyDm49vPDnjvpkaKH6eewh,41612.16
7WJhvkm2YL5ARienodp2geH9hzTjHxfSiG3r2d7ZmkVv,41606.11
AGdqmCK6ovhmuzgaekbkhJ76XB13hFW1aBjtCsTPDyfq,41539.11
BhMkhTgTMjfG2oJ5gkiMWZnT2spQtsiS7kpQfRHN5mkW,41404.48
FV4W2MB7pFcdXNP8ssiAbk96tnp4Z8XH5AcGb9Lwpai1,41131.42
5Ru6WuP1zvS6N1hU2xcsyW7zruAQLcmqvHVnn5Lg6zny,41117.22
E4AUxSvVDX91EGNTsXZtg9AvtEcTGTHwm8mvza7uE2R6,41087.69
FRqj73qH5mXK8X6NXt93yhxNbcwqpcV4VghgatRjXgjv,41006.49
Dgfz1KcVEK8RJwpPSfP9eYVELh18tgziNHyjLjczpFDC,40946.90
8v9bAPWysJjMBZZCNDxeiMeSom3gJDdcSZJspyxUwtKr,40859.10
BWveSxWuFxxdT6UL9BCC81Trcyx87d4iQJFrYFEntp9r,40856.42
GqtRas5eXAptzj6yzQ6KJ5TfeDK9QPEiK42jDDi6eoBp,40770.09
HrdRaK5HYEQFuQjD6w1BbsUeaJiuTj9ZAkZ5TH6yFncG,40659.90
nPt1R37moD4usFdLn7s4NeLJuYv9a6iT5RYmXNnbYE6,40586.62
7pcou54UcmcSs9R4PVEBfZa37ZfYxdzg5aZC4HCXxtxm,40517.08
BTkUr4pmoMp33BhkwuTS3iojEbLNk6eVqpT1GH9tdPEy,40353.60
7b5zBLzMG76tvmPcpJXdVaPWRM2n58QDoas84sXTUvYq,40283.36
8QA4GFxg37WgGpJspK1SquTTSjVyvZzb3XyGF24tbsyk,40236.00
FhsEPkWSKDU7u3X45i5fmEkZ9pNXF5XJKWTfSVXzqV6d,40236.00
BmURV9tB1ZuusGr7MaMZW4wnH5vFwkhz4daFC6f92EGh,40187.12
DMCijsKZzkptzquS8QGiZC4GGCaHNFxm9fdN3AmqgeYi,40172.66
AvkWbNZDmrSbVZQsseueoi5TERAEKr92qr1TJWhEVbFW,40144.31
AVpXzW6aEQvNrPfGX482vVv8vQdoTF3y5pHQ2UFKvTKJ,40017.13
4DmBNvz8SvqqgREKwzDLDPb78TJJqGDGgKa3Y5KCXe9n,40000.53
HmHj8WgJPc79veDrwJzPFHXxrgBoWZa88cbSZuQNdSTS,40000.00
9ENxxDg1HNPPLX8312Jmzc4k3n3D655k4iyaG3SVU6V3,40000.00
HAtBzebnxvaQkHz2QKVN3QzcwVG5wNKLJw83F3PSjjKg,40000.00
2DXadEvqAj4TminPTo4unaHSk7s2vUTFEXUxZbJpHy6P,40000.00
87W5gEcmAMPnW9R6Nt47q3RRg6ewhva8MJDmHvoudjgr,40000.00
HdWAdhRC4C9pyx41sZKxi3i1MJn8Ed7azKA2txAsVsyc,40000.00
B2fogRD21EgE49mZGAcXWpPnuj1us5GPSHZZiVvarPiB,40000.00
CpkcF77DR6gpXHH4236UbWpmuLgfV9HnjqYBtJJWqQmq,40000.00
EiXzmiVWpbWEhVHKCTEaaP1QS5X4wgrcroYeZLZfsjgR,40000.00
5WkcLYz54xsokiM1DQNpRaFtWpUjMPPZonQ5mwueYX5c,40000.00
59P234v576uF4LYMkizLAGAb6ZQQ66uqFxjfuAPJ6eLU,40000.00
GGbZ6fAcnytKRrPzYVT6bpieTrEAvGTzM9Jk2wyuer1d,40000.00
5FuDpayCkq8dNWH1b5Vy4C2xsKRTPRQybXnrqsjapWra,40000.00
GK4RWiaSFkkMeUuuLSTVLHVSi61EcnG23eTsE7xUHugc,40000.00
HFk9ym6iUqVUu8S82ADC1cLbRzwhA2nc34EufwfECGxY,40000.00
GxvgVkwUSBAMoFoJNVg3gaihXWhqWVQxsfXBrsKiioov,40000.00
3mQRtLa19KEJpxYXGm6bYJebQF4vxsZgtmtKAT7a9MNA,39993.68
6uJ6CKtGVntVboSYWBqvWezGBH8rBJSAL4DU6ZWvyPMY,39990.46
5upXeBZRnCuootuDzDhU3KsYqL3zj4NrWANXpAvf5qWc,39725.65
12uC1MzfT3zKUwQSAvtC81FUnsTh3vJnbFJ6qHYJfZAa,39616.73
bHmTb7xEkLsJHhjVxYR4ubyF7qPrSX6PDUhZHAisCSj,39604.52
6C678fVtRNDGeUNs7hs6YgrURaCpNDPokrYZY6frUTBf,39590.71
8BcpMq5g2jrXHiETmPQFiQzNDwpVNqmXU9saiBiet9M9,39556.27
FodTCN8zgjBs26YtNLMSzXaku5eVe6FkT9dQ9xdYB4he,39390.21
eEUSFuMGzmH9sRSEYe7edhkveW1GYWQJ2zPZ7coG9P6,39346.71
9NQvBmaEAHdymL8s6zchym6BXmbbZBA6UpkNyQSCd7Uy,39297.25
58YmYjT2xhz9cnAd1YLPzvQ5gBgBkXCD8jBm2jqXoL4b,39275.87
4uL9dUsuNp9rbVLgAJAecS8Sp84XCV2dEbWP6KiUAueF,39114.11
6Mz6kBzp6BNQN44oBAApYZj2ThnaVyLABBo8N3reVBTS,39104.03
5YXNDWAL9Rre3rkRRdi4njg99BBhb9zzDb2wvUL3fJ9L,38972.69
36FTmoPqaQW81PBSTUNrioWAXxiYhUBkcGy4FsVf4DTc,38888.52
584Ze3bGDewxb7qgjfP9Zpsvbi98PEWYMdRLHwwznftc,38724.14
HdsnXK6c1xqNjUsSGc9qfZGsuPNj8nwn8PCWJzTZYUcy,38580.93
EtZ5EFTTHEuzRrRfDbb7nTDP26GiboEFK3LVFMK57hTV,38268.67
3ACp4T3ptTdayzWryEhT65NKZSKLjwXviBjWEy54aFdW,38236.12
Cik1v8KuZM8aWZhEhg9MQJMNoy6bLksBZvdub7PmsSKJ,38145.57
7vkZfPTYeBVSS2N7nt6dWCJaXiuL975AtXuLZGE2gXob,38108.27
4dB5aSTGhqjmXihhWt8JXVG4zZFtLo52fDzjkaVZBXja,38096.42
FgpPc3L34NFcGo76puoB7o1HWzxpPe9uw6QtmFRE9vBn,38034.70
3V7wFe8uNYxffKYBvuhebqxWvXvHdc7cZzC6KQAbe7bM,38008.42
5jAdEkkJvrrpZok1qBaU6BEGpJSdHWLpPZZu7mhAHi6X,37942.92
FhsomQfrChs3mTwVN2jLqHnQGwT2XiWrmqrSihfig3gn,37803.35
CcraRrd7thX4LL7bvN544nNEPNnaKFCtPXG1t5Mgo6zE,37784.75
HQEZYjTqYMFTC8hRGFXQNzngwpMkMwUNTgNMUJXeRrY4,37770.48
Di45nfYtZShaMaSJcCZhMDkfds8FJVs3aok4qt54YnHQ,37754.55
HTKqLtLJCo8iG8YGZk7oRDQHQ6S7GehoSDZyLDcxi3zq,37742.52
CsibDMAdBhtVXEUVVbXA4hGBCrbLEmjW6bCk3Mx9R34P,37679.34
AZBF7JYYj9u2YisXM9nrz2v7wJhF7DxCaMFc7VZNSGny,37591.23
5spZwaiLpXnLrnj5ZwPqBb1cV3f79demxt8KYj4TGqby,37450.74
CjgQWfeiV3xdoNFKncVky7KgyzR6Wud2SSYiwqYF63fh,37431.14
8gWUdebM1HoGNXnmW5gpgmHq7jCG6jGLsEn6zaQk5ew1,37388.21
4EWqcx3aNZmMetCnxwLYwyNjan6XLGp3Ca2W316vrSjv,37361.72
629snbreGjeeQsBapPmsECo2X9MNVkeA9yRQ6QzCvC4r,37298.11
5UiPHopgEiS1EX5dUB8Aueh1T8aif7PAqCRm9QLmJC7x,37259.98
9bTW3QLT1gLN4LDrd7MyowDVFpiJC3NmbR9LuLTQoKvA,37242.56
FNspFZxr9XAvoBT7EAjYteiifAkUw7FFHwFDmsmWJEWx,37206.47
859cNhCFvkUmmAmHF3BpWyBVYLuE35Gz4WYdJQczpBhL,37201.43
6dg4ZcE9J6MSyrciUR9mjULfrBBP3ebDJz1Hi19nGtqM,37176.73
GxKQixU2QY717RgsjFe5uTii9yGCYUgqLbny8KvBbds3,37171.23
BZdy9uBDi8rRpBgonecD9YbYoeVRVWdPg3fcHRxTn68E,37033.42
4uaMYzVgvJZgELMPbwrdtHwMcXjwjD4Ly1xbonnsuhBK,37000.00
49zwpTpE48M239oynBrHxQuuS6QZe5TNR6eNA6b3fMqM,36807.12
Ey7YpEJovCi8UyYJomQcLafF6wPtMbZk2L5tb9swZn8D,36755.42
3bKhBxxTuCWSiV1jmDUB9yxDWSej67yh1tS3Sk2j4rdQ,36735.47
C4pmzMGY9RnRpWGzQYYz39LuQT9GCuWfiKQmm6YbH9je,36634.11
FDFDTBrWxap1LodgQfPMh5uBWEyN4SwiCUmRREoWqUR7,36618.55
7tFdYfPG9GGTkzMXMXuLraKAcum4iD9AqSEJbpvtNehk,36597.13
AsfEcRFyM6dDLjucs7MTyhip6saosm2JDgTfo6po66Xk,36532.65
9kgGNbLjnzUyXRvSABtYBynRPFZUgMjuVgSmtKRtWLqn,36471.56
7fBrcAP8KiFgTUTRtFzDT3KBYdBB1Hm7amRhNNxRzyyi,36468.24
WpEefhpd7WfQhAGxkuv6P3fEWofBwoqFyoAGsc97XdP,36375.62
8HHx6B6t1nzp4HWY6pWcxz6MxH7hePBv7FLwDACFqn1H,36251.06
8Qm8fRETuob3Q8ryrS9mqWvybeM1wcXipHjtLmorhq1K,36216.70
8CK8bEukTMn6PfEoHqfPcAEgSJHh1rsy3xEeP5VD9KzY,36132.86
2myKBVNa2eZ5zJRLjDXW3BnzNEgczEumnCf7G5toBbo2,36127.90
3XBfvdaqSbgdqBqn6BnvyojVgJx5U7ewmkbH3CKywU2h,36000.00
ETuZHgUoFeQ8xCt5BtbAidVSCiYGuyogYzAizLEWXbSx,35991.21
6sABnjJidwSF6GXysEkwxgoDrpiR1svwRc66YK1oHQqR,35970.32
GkSNYZxvnrSuRYjP86zeEDEu6uq5D4aSfkKLz7df4cLM,35898.34
95La79qEGXWcyW4heHkKt6sMQJBnUJVUawEe1qqau3f3,35868.14
4yK3Ftek3oePN9JLGdHeB9sbQFV88ecSfvRfAHawf43w,35839.44
2E277iPYcSGWM8iMJunkr5CKWWbuiw2jQzVwDYUGJUfG,35810.33
4d1UB8fmQaCVtDRTob55x6eL5UiZqUcwWAwbBk3rnSnG,35802.64
ByaTF2t2mzTiT5DWhWfzhWJjiukZj7SwnWtvHDmVYced,35696.73
n2QiPHs2aCSpyZAQLutyhEo5REj7z8SXhp532SHjqkk,35596.95
FMdpovzsu2crqLpSimsZTy4z5SFWFyPrenzMAHSHzj4q,35561.65
2dh3fhe3zMNobbGH39UNUyAfxaJzxnQrqVDpogR1B1rZ,35519.78
3tiMPCKTcJV5SgEtmYcjivktgFLbkmuqTJuCUKPvczet,35514.45
8XuxnoU8kqgtBTCeYxiTbqERhCQbDAcVWpSYk1a24hsk,35504.18
CKkwwLP7KiwRccnCBcNNQEzCtobidzS36fR8Wk2TGJxt,35498.89
DFjYLgqJKZnag8CXWmxGmbHiECZm3k94qA9CxvQoZtkX,35495.34
2JTEFS24YLCUU7RXjtkhYCXcMuBCeqwuFDBV6fkZqprs,35329.51
2XxP4kS2vfkiMvpLpGNxry3fPUYimsuAmSbqL1KnuwZ8,35320.08
Ht9cC7N5s3Y1L9ejEeBXnqQym9XQ3jLB8KiS4rbLgyDq,35153.32
EBoZQRReJLfxveUBxX2CNyfQME799kVj5iJ6zrB7DtSU,35048.02
9eonDyBDZ9ZjegRk3cyDGXkMAe3Cyj1iaLr9BDeovN4c,35003.87
FeYrGKEbWFUKLxXNKPNXh3GLbhnQkNXAo22ZPQqBKBbT,35000.00
J6wLEPrT8Jd2NiNSJAQwxdK7FDtDssawsMtLqkZ5E1ZP,35000.00
EeULKPBanpLAR5QueQUiNWPgssGizKyLFqLbmBMsQpTN,35000.00
8ZPeG7VzQ2H4hhD2uLJNsw1ppNWrCwaRRqMyLKrA9h4v,34992.59
B9ihbfDzHFLFD1NtXjYXUJtW7neXRafBpbNEiFc7kq88,34843.77
5d9pvVbSJE57eeLkACSXSGhXwEKTpbnBmkZpdZ8zM6gE,34755.93
4KygU7jMHt2235tRqoex129hHDncqU2caXHs1rhJqCzg,34744.63
HYs9zvzMYgP69EgDs3FPyiV3v9ECXTEHjp5FDPQJ9cfk,34736.27
CBfgv2fraDruDhkbbgnrAmvKdNP1zRkL3fKqDtzmm45e,34681.82
2z9SzCb8qKC9wqwfq5CY9U1FMYgq1Nr6TDqmkbsiVEs8,34672.74
5Je8Y8YyYEWSniKiWoDJUZNvtVyEQBGFijsBbQzG9WrT,34667.80
Eh8yRCqcvkv4Qud8Y9k7ie2ta1mGvSqD1a4pTSmckovz,34576.49
3tCDDeqmCYPMcwg3zD6543GtsJxYzLhqJRFWoGmUQdKd,34535.41
C2vEKAn45tGDWxAirQXrdT6ZHSjHDWsno2SjWjBQTikd,34384.24
JCS9ZouoQ1jSphryznyUK9hHKgGkAYKYTPCHiXsSM38q,34364.22
E5cerjeQAenEEjc3qNtu56jpfhN31Ldcg7eyaWXvZcfW,34341.49
5wMeeKLvattVrBHz99XerbSPhzkgC1xCt6end5ajetmn,34308.18
2TzUgtr37DDAukdgxaAii4BdrkRoAN617CP75y1uUTyd,34102.30
BqLbXgXWSKQVvZg6TiEFUPuMRNEdpKa5y3nLVHxaujah,34069.46
3yH4FaMvTRPJubDGYPXeV3jqR3q7Svotsr15nkqUrPiZ,34067.58
4jFNmvPMQVeDZdEMyyUoTuFyQ1g7XNZRLNbATCV7VTvS,33733.43
2otN6xwSt2qANwpA9KEpYm2HMgzEHJye7G3wNASXvwkD,33728.56
98ZwzRskM3TnS43wfjKTeubhuZWMMrH7LGRuuhxmK3jm,33663.69
GgU4iN5Hdbqxj6gBix9zeQGZ3fMExxvp2oZFa9gEbi4S,33621.34
6mA49DLzRxKxpL2N6dUtjykmRhy37mRt1RjBvSvX89N4,33599.59
Cfe8DweWFnqHSKKxVnwXB8h4tY2jVrPtCwx83SxtKZb3,33580.30
GCMiEJpZYpJQK1vnD4vMXPW17ipm4JKVHbwMTSZ8jVdX,33558.81
Gi5a57ZYjPYm6RXbkVeumzMEr2mJ8pc7mbhqpnL9sU1g,33386.01
6fQ6gfaB86xm6zffEk2sukqHdzw8dCzZceCwuMgAWGDK,33333.33
3fHpUGcKdAG39tuHHUTHy3qK4m6a4BETA566dr1R4KuY,33302.66
CBRLfhfghstgiLzcrVrKXpV69V88pmNdABvhhVWzMuLw,33250.28
6VttBm6qJau4XJxHtHR66rR2K8S93HKtsopGXrsC9uPi,33207.49
69CsDCtEMGWKvkwcQMJY5bJkBuk1bEJFkM8zezBBBsKL,33130.57
3aBHywZGd1UX4u3XP55F1JAxbYcEsDswQac1vFVxAXWz,33118.74
2rSZgUD56BwoHvYveM1pNo2W1cEuYgipAQcmSxCVWH1c,33098.64
GGtLNpLsj9R7Daihgh3QPwxDbbBXn9nNNJ2MVR3DjxAw,33025.32
FveJPcCDvZTPTjfjXDBUzqUCXhJ8B5MLH2SfRs3K39Bz,33012.35
