Account,Quantity(GOAT),Tokens Held,SOL Balance,Wallet Age
Ry9hjHWP5XRbjzqBnNGye5mcKPps1qJ1feTLzuXSyHX,145830.50,,,
2jzTwrkkf34HrzU2KxGL1c5PLx6WNYwNqTh1gsMJxiKR,145814.29,,,
6ys5EyaVWp3ARSxf9beDHFzvZDqit61UshWNX1MKHs1r,145146.10,,,
2NnJPYLzWY1cY8yz9kLivDKrMyA9NTChPRmejKAEhjKa,144503.20,,,
oRfFfyC7urKRnm33vzjga3mqijw7ncJS2zodQR5NcXC,143912.97,,,
5Q6vaFxQZYqCgG3T5f22WohcrRnT3BKd5cBpEaD9kiuJ,143411.22,,,
561UrbpUFnrPnR5wQKRXJD4aKm8CwHSqrcecSZEf91ZW,143375.88,,,
7bh5houbZ6yUvBk1v6akRfqfrPadhHrnXoLTkGjDbBv2,143286.48,,,
HANBF5v1vJZqbiWcK7ttqU3k8hJR8CuSQTvgHdpA5h1U,142949.28,,,
BLUBVH7opgAfqxYgN5HeFS3Rz1oYF6iDpSM1kRcb8B8L,142249.88,,,
4fGYn6AffmQpLHTDR1pJzUCdjbxLEyBiZrNnwCFFWBkR,142100.00,,,
Eo8ttYZZeBqHP7fmBdMgbquPJ4SP4WSY2755QT9Z7pqX,141624.92,,,
42zGRp3Yg12phxqxueNpKVqnoUpxvXuQGYuQURgqJuwN,141499.61,,,
54Hfh7zwioXPvUSo7K9dcaJqGhakKLRL5RfM8fwLWGKS,140570.60,,,
4GSfJUTDDSg7bBbSaesLHgeD7wcSpwvnBAzg752NXbVM,140226.64,,,
D4YXsDT9BhpdxDhjKJpmzTPjJVHfWrbshp5vBAi8mFit,140000.00,,,
7vb81ypFzrrSqcT825vmkJQRoiFoLrcwKCwvFEN1hDsY,140000.00,,,
2h7Ns9w2grSeQ9mE9WggJZvxMKKLNADJrKTSLucrbmzB,140000.00,,,
7Ycjsighqj3whEG7tRkXhLyYUjpX7DMAmaMcnUqEbymU,140000.00,,,
9zVie4QyuvKRbRM2oFTfKtHg7vDv2pbXsLF5bzq9pQyb,139408.55,,,
3AAoDQKVZHWpmM4ZPmwsLcceHZZgXVmGVmdi2V9ELz3S,139194.56,,,
3zcXS9c4JjenS6TYsTqS2nkecKPUY2oSm4GjZgn7Nc7x,139103.51,,,
AnHCcnrfbxNSESxqmGzrzHW3bRMmdcKVChicrnsuwHk,139067.61,,,
BpVG1KimtUGKmVNaBQ2gkYFMwpPWLEap2Mo9ipsPJoou,138712.57,,,
3GPgFPLUXkS3W159PQa84HgnNUsUdtXpvucK8WhtenS2,138582.42,,,
DqpwoiyE9PQK4YGgBjpx8oPW6UxPGuLc5YG6Wjy2rx74,138464.49,,,
8871fdqZWWxCmWXpjH785Wm8A6cz2trrW41c4ymHnSC4,138449.98,,,
ArGty45bLS3XSRhL82YQ6u2BEzUJwpNWdyktWGPc6w5H,138323.22,,,
GBPMY4jimaHQVw3XqTqv1BryRYT1e3x9GWee2fPMM2Rq,137945.32,,,
BhxC8mFai1UuMoxuATmdRNpH66by5Qar7LhaH4zt6Zjy,136951.43,,,
89BMh6Ni4Uq9r2HdUv7fQ5nH3WTg8BezWiyYgVSgDsbM,136935.70,,,
EpcNTKa4Y8oF9BVGQqoBgvgX8aCn31tgrms9bjziYkjx,136620.16,,,
J3dYxiR4xwXK98zAuMRNsjvk7MuUja4VEQt1DyLoA3bj,136389.19,,,
9ngt7kG1t7Jm22XfJCfoRJvNYGwKacHP3KJ7cp5MRiBe,136127.69,,,
B94Ez9HZeeoV55CV2YBsijKo8LLhemX7sZnVwmz6P8Lt,135891.42,,,
5F4EYbHhtcNBwpZZoxJexvV5WHrWztoNS8kkjVXb2hox,135450.15,,,
DqD9is8VhD2fqp3j7U7v3JqndfVrAMcRr5eJ9N9cRw2o,135430.79,,,
9SNHF8uKxxiESjPxmhh2U4wFtfyh5bYfeMD54YnyPk63,135196.60,,,
9fe3Myf45RwYbC63mm7Y4yVEjCetRjHRWjPXzgAaLPjE,134669.47,,,
5UBUfVSat9LER3GMiHkXHf66J7mET33mndQPJYN8R6x,134653.75,,,
HSFPT9QkT4y7YDb8YGUB3wMmLzUfy5RifB7pFUSWWPqm,134434.13,,,
HQHNNDPYUcoKp689wTW91vL3BPMVvLzxbGfdGZdtB24D,134130.58,,,
BnnZAjaSwK3VCErr1XfocpB5gTCesVfym2WtzG7PQcQT,133825.28,,,
4GSkpC2pvxSyNP2qFfnfCwmHoZr4XoR3foML37YjNgRW,133341.55,,,
2VtaT8pHTiRU6gspfX89gAvmdL8YAAWvyksSPPaExgd4,133130.01,,,
FD3KdGQk3t55Uj71YQGT7PKKsDmsq6h6CddPY58yo8k5,133082.41,,,
HsST8KArtNV8SDjcWqs9S6hq3D9MekBctGJVnRLj3GYo,132378.66,,,
9du6pN3vjxaHaSKZjWYPHwFRUiVtFdyY31e7EqxgfqmA,132224.47,,,
591bkheDhy9f77DagBLnjDRNkuqoCrkK5rDZSaQuVkTm,131750.15,,,
HEK1CRfdFbMpQXEDTye29UCcAnSJkmEg8K9FcbmtDw6h,131615.32,,,
3nptjNHuusLfyduYekcXS3143FTmPsWhqFidGBZYbUpf,131396.79,,,
DXaEGpm9i2Ggd9GRFvsdwsnRGqzefRyXsHuGYDEPWa2X,131382.70,,,
DR1WibTWbXTbymQKP8gQA4xqakgSRhBQkFd3SAeBUTK6,131059.69,,,
5KJjwFYcpdw4xqrBTbzZzmsJTf9TFev8vmg9qENE34EQ,130251.85,,,
4adi3UxixkowPnmwv1rgbq6y4BryyZeMMpfUcCMwWn6j,130000.69,,,
ABPYfKJQTCZgc1nP9ccLCUw49KRcyfN8XHEaA31pmApB,130000.00,,,
EVfByAvWRuNXPmDFFHZtT9YQbY4yj2EhzSNhf7tm9VKL,129991.67,,,
H1TdXiWbP5VGkC819Xj7m2R5TC285SJajN36Fa7jhqmj,129916.24,,,
BbGUgZgmSzwRmbUxyARZDUkv8wh4A2gxqDf75cftAW36,129900.86,,,
4KygU7jMHt2235tRqoex129hHDncqU2caXHs1rhJqCzg,129226.37,,,
BaswrUYtJobW4RqDVzQmG9VnVcEeMANvYfPECM81Ao6z,128379.39,,,
ATdFn3jtbv4x2CSGuH9WEHpvrgBWkxNjSMJ3C9EEga7B,128169.45,,,
3iKKwnFFmhkNYM7wu7mxcJQfnhqmptkr2JsZnj3zmndZ,128062.72,,,
HD7KdN7JkEegziyv3wr3XhcwdA1eqNP3Q5G9k8AFXhkC,127900.35,,,
6QuPwN2YUiuK5692XE8dryJ2aCYqDSnZMsS3BwE3qHNy,126693.73,,,
ERmP1rLmqnTdpsuNHYjAm34hiEj6CxgiY9c91BD9Y7Rx,126389.61,,,
7MVtdQdCdt7ZgdDad83NpuoxWmqzSLBvXkrRAE2jFr12,126187.91,,,
7Zv8XrALDNNrX6gzbHw6a3cBuu2zyKwpHny6uMEsdatK,126000.00,,,
BPwFQZdmJuVv9u46uDkzGovaGs3JNmpoyms2qzRiiBMt,125592.12,,,
DrDt2rjRMwi5kty9ZLnpw56xYwkRA7rH7R131mJuTWxX,125269.99,,,
F1zrWwfKygHjZWh6E17PWycE2VJb8GnCP15LEgL9dYFV,125015.20,,,
CM7iiagnszSAWmyugMEjQSuG6VGMrAH5rYz5CMY5EwAY,125000.17,,,
E1zfkFqG5bjdtphnN2w97c77FBhNbCFquRzXmUDR5mbk,125000.00,,,
E85Wfhw6sHAZ8zTxziCpR6qKyjCFzEuV9G7QtBKc19af,125000.00,,,
Eqhnc5uP4HiphK9JdubzA36f9PMgxZVoCG3wYdCCwQMt,124357.10,,,
DGSSrBCHajB7rt7LM8zxb7zgpXBSKN49ViwXyMKDbY5Q,124209.74,,,
CzycUjUp3SiuVyRfFc4jPU6Dxd3ZpEurWzftDWSYFmq,124163.56,,,
3GtzFe3z9Mcypjz3gdpmrX3xAd52V8genCZRaGe1bEbN,124097.59,,,
BDeVfT9hen6U49ZARcZ5CQrbXhvA5sAaTLcqRcJCC2vE,123172.81,,,
B1CzbNEmrX1Um3Ztnw4JRdeMpzNWUjfYvucKCepRo2F6,122856.64,,,
8s9j5qUtuE9PGA5s7QeAXEh5oc2UGr71pmJXgyiZMHkt,122714.61,,,
FkoNjj5uuY8u89SoFanAFXt8z5P72RumNNQGtwzZXsfM,122404.90,,,
6TgSv2bQUMgY4QswKrAp1NswnDhXiJP8HH29a85GQ8PD,121938.64,,,
cRwUwP8vJ13UFg6f8oRWDyRC4o1rYMfDfTF9F1sRU3Q,121638.44,,,
4cSsrZ3HLegTUrxxoE5dubAgJCNcjtXP6ZUG2eKo8Dci,121595.54,,,
C6mc8jHfHvpA6G99kMnaXff3Y7ubFdkqJMTwWTLtoRrW,121372.51,,,
EHfhRXtjC7pEa6TgdDQ8ZVn1vQUsupHY4vj4ndQwnTVb,121124.63,,,
E9pD4cAf8ywR8MxMpXjRdugg2amdevWn8DgXNGLzqL4t,120346.58,,,
hPDxSTRXxjwuWvtbgZG6qRusiMFcr9o7cT7RfX9ZbdW,120164.22,,,
7a3NF85WpxyEop6BuVZK7xF5dXSjf5jv96rtCTEq6cAW,120108.68,,,
3GKnDwEDgUZGTdubi9TQqR3i54fe5oQ5xGNx6g39EaMX,120023.24,,,
GspDSXHrKCUeuUq7dcSikkZmrBPCxmYT7VsSAhjUophG,120000.08,,,
GjH773cvoh16MPeH9xXRiMGjMxakt6MF63MATp9EcDh3,120000.00,,,
82hrZN9ZjQAdBb4Nf8KsnxJZB8nD11b9ekRGGacAKscz,120000.00,,,
Hbb3np1fqtp6vPyz9sQBiFfBqMtYLDgDxgfwDdVzfMuD,120000.00,,,
EZ2nQ5jZ5wQcn5Zs1Y996q56vPaynVzVovokxMxDR6F4,120000.00,,,
8dptMucWaXMXGo7JXcqPxnFZD9WqEKErB3NWSwo3YPFH,119612.01,,,
CxhEwfbT9kW3AkveXfSnRys4yCggEMT5m5zxZv3vLaN4,119254.48,,,
HQq9HcifjT1P5uBvo2FDGvSvt6hizPYEp28ahhg2eVXz,119200.92,,,
CsN1EbFuauMBAySjQEJuWLcLZtgh65kBCGisRqF5gd6p,118549.44,,,
C6uq3kFSMDwudLR2ecaWduDYviWEWiJiag7F6A93FyDL,118362.77,,,
5xYNhZRW1rEofFon3X2JgaZtrnu5vo5xXD61jHof3p37,118226.11,,,
CUwZFTfSmwjS7MXUNAaYxBqygmki7CWVoYQBayU3U4MY,118217.01,,,
CL26NKo9m3KF1uQ3Pee1d6VgrZ7tHMKoBZUJf6Pdo2TZ,118016.07,,,
9Up36v5PfcU88FzpiEizFeXWFTkrDbbiA1trNrNjYNDs,117769.11,,,
8AoWXxXduqMw5JNfxJTA2drqFhbnX2HrtN2Q3gToiPUm,116773.24,,,
8P81zncb4E26nMv1dVuAQJ1gLDfgYYrmWyTimnAgEGDd,116680.25,,,
DoGqGp1sCZiR2d12sRwfsUU9zaZaaJKfVF5ywJAXVZwB,116595.66,,,
Bygrxf9bXLghAfgHMRmr9MU8jZZv7MRQa5Ns7vfEDDe4,116201.29,,,
GnhLtN31us3MiE5AVxe611aJgjuv4HxTYbP5RSNqkDPr,116120.35,,,
65XNJv2JywAjasuYbDTb8R6gkNQj9k6qaaYzR1UM2djK,115960.87,,,
7UhjbynicBP8rqcobwsAJDfRMjwgHSgdxcYNJmLwxfms,115860.04,,,
6kF8rprLxUcnAW2Ai3LRcW2GKg5x4mrHZPx2VoErX1yi,115767.30,,,
77DXFZnMebramt4dXfdwem1AjnfNnVnG8FkcVWpSwdjB,115547.00,,,
CnN2WTft8VFFMAJqsjdCeUsSX16gZyrEfjbPKS9jSH1d,114822.16,,,
EWWB3gBempXFDzUrbMQNVxMUjrpcKgTm2o35F5NLeufV,114135.71,,,
F6kdpedGErm5Gx4gkyHpCAL8KVXkcXBMHaF98bxytpmt,113345.01,,,
Avh4vWbwUzVT4AHv7jF6qyAfnDHuZK6JTf8r5Pn7Agh5,113267.28,,,
GG41MndjnC5oEhqEkvThGoPxS5P6mV77JLgLHR8DBarR,113223.44,,,
CBSJk2CXCu7CexfFRGAAsawjjJqNBLWTpWCUMZ4mDWbx,113213.56,,,
496cFr6uxegDan33tdw2csZ78EQrpUh62JPrs3CvZQVR,113025.71,,,
GNzMZchJseNdLvBSUB26uGGKhwtd7BiFKbTAk6krESYF,112948.93,,,
31KaApdR8xz2X1ZLo8UF62bLrn5oeWasgqs14kj95yYG,112869.02,,,
84bTYbVJzJewYLh7Su2W3bFvJrw8NbhKmDGeyjPHmzR2,112659.33,,,
8YQmTmphzDf4AGfSuUEb96EooNMdjzNfe9ZKVvwguXYy,112646.63,,,
DM13EGAh9Wjf9EqXKoPHdraQLXupLmGFwDpYRL1m8sSQ,112388.30,,,
Gb3Jsb17i74LuAxQ97oG2Ni5tJSqVABgLQcvqyW7tf7Z,112280.43,,,
CNMGdu2yu9KJUK56XWWm8NfVEixqmbpZ2geLGcmJShm7,112258.17,,,
Fb3X7AB94bS2EktmuN3JdwBopYKVA1D9C1HaK4kUCXEN,112234.12,,,
5UUEniXdJdCSs28sQidRLLCNSpK49u6Z6jRxrSe7gYun,112078.66,,,
9kxsRD9dPm59PqPDCRWCU5ttHvQNdGbvRKmNVQnZ8Gp3,111258.84,,,
8ubu8G3AJWQugRvhcTP4quCAEYKwkhqCnbPhVu4nHVdy,110891.67,,,
B4w6eJSqZJ34T3S95iAhCBB6Q4XsNKh6qjSPn4VS7Ktd,110884.17,,,
Cbx6yiAvZ9rDP3p2gCxx2orwAVdzf2WQSusa372PdNVe,110703.90,,,
79nD5xVvk6iErT99Pw7etuESnNGPNxV8XANeWp8QENoM,110659.05,,,
DMxRqcLrMimZKmirTXudTGqNe88MdhvsbW4kzGjmkipL,110596.10,,,
J8AHTdpT7UzLhEA6cjhk1r7xnJpaae2j8Pn8AbDsfVzQ,110588.56,,,
6XhJn7kmTxvpwgxnBKVv4655G9hZ4pLipC3PWAPE6XMN,110560.48,,,
3RNsS1as5PdeD86dtSxsMeycvKNtPby4f5KDn2EcALKC,110400.73,,,
F1f46etmrRgxAf1QdZiaHV7Fh6qnzvG4Va4URS9szUZ3,110262.73,,,
5LTummE2fL78rvxrWLVX6YBcmnFQS4rd1gjE2Ty2Pm4v,110217.36,,,
F38wqmEkvcgFcBXjdpwNTK9SMBDFozwc7JwZSFNnjihT,110174.77,,,
ATWV3XhYpQfKXJuFjMqmNC3Vb8v2bMQbbBB2Smr72e5n,110104.38,,,
Dn1dm2pLZwzz7RwLNaB2ykft5CZUpPZNwcUatv3fLyFR,110000.48,,,
ANCB3SjhD81gDYtANQ5pueSYX4Nk1WBgSFsycjyJfFWf,110000.00,,,
Gkujh72QMaWkwSVUKwyjkobraYtQusVURsrD6LHd6pcT,110000.00,,,
CsDwjCe2fAeKav8QSEfuKuD4SmA6wmLt7rXkvisYVK56,110000.00,,,
5tJsxp9UjAZvV8k5ickdA18885nCHCRtpfvnytCMmy5i,109892.88,,,
9JS7MFzW1QsxmCSmehMsAPD8hz2w3TXfbxrJTGMzXbam,109881.58,,,
BfphiobtnRJvgetkN7626p8mnShKW3knt5Lp65gNyQV,109651.69,,,
2rqNGQdFVJyQ5rxkNnJE8UAefbRYoAf4rzzjmegNm643,109036.11,,,
DHgF3Ai4fLVUNL6BWTuVHVUGqU5FxNLJkdYskyVUmE37,108634.67,,,
BfNdTgZkSg1DKVxtTsHcuBBzLNe61R8gLimMxbaxiBQf,108602.87,,,
EHHEQFp9Feiy8NNJGbkGJqdHSVzRTpWtQEL8zh3jdaAx,108293.49,,,
DatnppRPyaXFFXc8xTm9HuNYWvsQMNb7T2YJJ2qH7PXL,108180.85,,,
3G6nYoS86CzZuMtZAAM7K1Pmy8gjTQict776goEVFvNi,107907.03,,,
6k9grTANzcwXwWAoB3CYeEu6aZNR6wcze7LxpkzZyRmT,107673.20,,,
BdWAmHLizBaTGtBVGmq52korCDErFUwyxnUdBHLfopGq,107660.60,,,
GK72R4K6BncDEvGFy246Q4Trnqg22XHYoQqPHykCknTa,107627.54,,,
AfQ1oaudsGjvznX4JNEw671hi57JfWo4CWqhtkdgoVHU,107590.60,,,
DAAD2tqEvTo8WQb9m8NJfUfDCcUCox7AEPRm5xFzhoR4,107414.24,,,
FTRuX264nN3goUsotnFf55Xsn97u3H7e6u5kgX8wuMJH,107346.43,,,
3XZuHBtmm93DK5XnncqVy8rHPtyR1txD7R8sk2EDy973,106994.00,,,
CUtwW1mAUvYtpZEUT4UZ1CEAFSfTx9hzb1CgjZMJWkVH,106838.01,,,
FpcQQNbgwKxhSHfJRgiZa567JbQU4JBNC1C2vTosLsYt,106791.08,,,
8bsTezeP9Gb9uxTG1dfJnzYEYcip9qZiMoQqWvgPHqfg,106713.32,,,
HA4HY6BKpDng6P2xrs27U246UFxzxwKmqPvqinn33KiC,106451.18,,,
EGgeC7zyuiMem9Uw2HyLQGZwCqLqT1RUxaLj76f9eXce,106098.82,,,
CSUByUJMWSXjvTJXgVj434irSevz1pHmeXbKsPbmFwYR,106015.03,,,
47HGePEcdfRx661QcN9DJUAaR1CqNrzsFQxbMCx6arbM,105860.03,,,
H6YDY1ZqndbVmVYwb5ZAsRxz6Bbme39gbgjyFwPBarqs,105541.21,,,
CBVK5VAqshZZ6ke1DxxXC4r3xHugjQwKbho97sGh85vq,105321.75,,,
Cfc1yhnTTXx6cQdtJ7fg41vKfzB8eVJuMoCboDNzKNNL,105209.08,,,
8PH7eSMCxx2yCZciTaSjZZXAeXeXYK4hMY6o3D3uYemJ,105045.27,,,
J3j4Ua6GtMa8PgBLcE2TEXyF6cpSdTaR3BVTZV2rRdz7,104828.03,,,
4Yo6QDCpP9Hzk5H74zRUTCtPCt29zpqmJBvnoMeqSaag,104436.10,,,
FpFNA3Q2yJkAVXZEvpjKrrkphQLuUm45TLxST1urA76D,104362.17,,,
Uf4sLosnWvXPD9iY1gQnnd8yfVp1q2ATuLRFx5LUdrv,104296.28,,,
5qqdse3Mi6wsxT4aUKcYcPhSWLzskaFukeHHPZwi2Uab,104193.02,,,
FdjBRWXzieV1Qtn8FLDWWk2HK1HSQWYduo8y4F1e8GWu,103680.49,,,
WzKYb7fZunDTJhxQad9jauTdtjRuHaBa6ecaeTiW6QL,103642.78,,,
FPsAQYaZiY2wPUB5i3wTps2mneAssydp3gnEXJ1D3pPN,103250.95,,,
GMZ5wBg6NXDM4Qh5SDpVx69YT4hXyHBXWnfcSfg6S7Ww,103079.42,,,
CftJ9Begv4VcPgB7co1oA8MSgXN3xAn368GYgh7sQ1rp,102926.20,,,
5P4yZGUwJu55k1zj63tFiqnYEjwRXpqsUgg6F2e9W22N,102795.26,,,
